wb,Wahlkreis,Wahlberechtige,Wähler,Wahlbeteiligung,1_Stimmen AfD,1_Stimmen CDU,1_Stimmen FDP,1_Stimmen GRÜNE,1_Stimmen LINKE,1_Stimmen SPD,1_Stimmen Ungültige Stimmen,1_Stimmen andere Parteien,1_Stimmen gültige Stimmen,1_Anteil AfD,1_Anteil CDU,1_Anteil FDP,1_Anteil GRÜNE,1_Anteil LINKE,1_Anteil SPD,1_Anteil Ungültige Stimmen,1_Anteil andere Parteien,1_Anteil gültige Stimmen,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen FDP,2_Stimmen GRÜNE,2_Stimmen LINKE,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil FDP,2_Anteil GRÜNE,2_Anteil LINKE,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,2_Gewinner
01100,45.0,1333,506,38.0,85,139,32,93,110,26,5,16,501,17.0,27.7,6.4,18.6,22.0,5.2,1.0,3.2,99.0,85,140,37,83,83,35,2,41,504,16.9,27.8,7.3,16.5,16.5,6.9,0.4,8.1,99.6,CDU
02100,45.0,1332,498,37.4,79,87,21,100,145,31,6,29,492,16.1,17.7,4.3,20.3,29.5,6.3,1.2,5.9,98.8,74,87,24,96,113,43,7,54,491,15.1,17.7,4.9,19.6,23.0,8.8,1.4,11.0,98.6,LINKE
02200,45.0,1700,658,38.7,141,161,29,100,152,33,12,30,646,21.8,24.9,4.5,15.5,23.5,5.1,1.8,4.6,98.2,137,165,26,91,114,53,8,64,650,21.1,25.4,4.0,14.0,17.5,8.2,1.2,9.8,98.8,CDU
02400,45.0,1390,489,35.2,138,134,33,52,78,38,4,12,485,28.5,27.6,6.8,10.7,16.1,7.8,0.8,2.5,99.2,129,140,29,38,61,47,4,41,485,26.6,28.9,6.0,7.8,12.6,9.7,0.8,8.5,99.2,CDU
03100,45.0,1219,501,41.1,111,121,27,84,85,34,9,30,492,22.6,24.6,5.5,17.1,17.3,6.9,1.8,6.1,98.2,105,112,30,72,70,48,5,59,496,21.2,22.6,6.0,14.5,14.1,9.7,1.0,11.9,99.0,CDU
03200,45.0,1203,487,40.5,114,128,20,51,117,27,7,23,480,23.8,26.7,4.2,10.6,24.4,5.6,1.4,4.8,98.6,111,116,18,59,87,46,7,43,480,23.1,24.2,3.8,12.3,18.1,9.6,1.4,9.0,98.6,CDU
03300,45.0,1272,567,44.6,115,171,33,84,103,29,16,16,551,20.9,31.0,6.0,15.2,18.7,5.3,2.8,2.9,97.2,106,186,30,66,82,49,7,41,560,18.9,33.2,5.4,11.8,14.6,8.8,1.2,7.3,98.8,CDU
03401,45.0,1268,485,38.2,127,136,23,49,89,39,11,11,474,26.8,28.7,4.9,10.3,18.8,8.2,2.3,2.3,97.7,118,139,32,48,67,38,4,39,481,24.5,28.9,6.7,10.0,13.9,7.9,0.8,8.1,99.2,CDU
03402,45.0,711,313,44.0,80,105,19,54,25,19,3,8,310,25.8,33.9,6.1,17.4,8.1,6.1,1.0,2.6,99.0,71,107,19,40,20,28,3,25,310,22.9,34.5,6.1,12.9,6.5,9.0,1.0,8.1,99.0,CDU
04100,47.0,1399,492,35.2,81,148,35,115,51,35,5,22,487,16.6,30.4,7.2,23.6,10.5,7.2,1.0,4.5,99.0,74,135,40,104,44,47,4,44,488,15.2,27.7,8.2,21.3,9.0,9.6,0.8,9.0,99.2,CDU
04200,47.0,1263,452,35.8,108,131,32,76,53,33,3,16,449,24.1,29.2,7.1,16.9,11.8,7.3,0.7,3.6,99.3,99,126,30,61,54,44,3,35,449,22.0,28.1,6.7,13.6,12.0,9.8,0.7,7.8,99.3,CDU
04300,47.0,1284,492,38.3,138,138,23,54,74,37,10,18,482,28.6,28.6,4.8,11.2,15.4,7.7,2.0,3.7,98.0,135,129,21,63,65,32,6,41,486,27.8,26.5,4.3,13.0,13.4,6.6,1.2,8.4,98.8,AfD
04400,47.0,1170,375,32.1,91,96,25,52,64,26,3,18,372,24.5,25.8,6.7,14.0,17.2,7.0,0.8,4.8,99.2,87,97,22,40,63,31,3,32,372,23.4,26.1,5.9,10.8,16.9,8.3,0.8,8.6,99.2,CDU
04500,47.0,960,376,39.2,114,87,8,48,68,27,8,16,368,31.0,23.6,2.2,13.0,18.5,7.3,2.1,4.3,97.9,110,73,12,44,64,32,6,35,370,29.7,19.7,3.2,11.9,17.3,8.6,1.6,9.5,98.4,AfD
04600,47.0,904,397,43.9,104,114,25,32,59,38,9,16,388,26.8,29.4,6.4,8.2,15.2,9.8,2.3,4.1,97.7,101,109,23,28,55,43,4,34,393,25.7,27.7,5.9,7.1,14.0,10.9,1.0,8.7,99.0,CDU
05101,47.0,779,270,34.7,72,57,15,47,36,26,3,14,267,27.0,21.3,5.6,17.6,13.5,9.7,1.1,5.2,98.9,71,52,17,37,38,24,2,29,268,26.5,19.4,6.3,13.8,14.2,9.0,0.7,10.8,99.3,AfD
05102,47.0,1261,498,39.5,67,112,20,141,74,43,1,40,497,13.5,22.5,4.0,28.4,14.9,8.7,0.2,8.0,99.8,62,103,30,131,65,39,1,67,497,12.5,20.7,6.0,26.4,13.1,7.8,0.2,13.5,99.8,GRÜNE
05200,47.0,1486,510,34.3,67,63,24,174,113,23,4,42,506,13.2,12.5,4.7,34.4,22.3,4.5,0.8,8.3,99.2,62,49,21,156,98,29,2,93,508,12.2,9.6,4.1,30.7,19.3,5.7,0.4,18.3,99.6,GRÜNE
05301,47.0,1698,554,32.6,76,102,28,164,87,44,4,49,550,13.8,18.5,5.1,29.8,15.8,8.0,0.7,8.9,99.3,68,88,33,158,91,47,2,67,552,12.3,15.9,6.0,28.6,16.5,8.5,0.4,12.1,99.6,GRÜNE
05302,47.0,1057,348,32.9,92,52,22,69,72,24,0,17,348,26.4,14.9,6.3,19.8,20.7,6.9,0.0,4.9,100.0,89,51,21,55,69,23,0,40,348,25.6,14.7,6.0,15.8,19.8,6.6,0.0,11.5,100.0,AfD
06100,45.0,1005,559,55.6,150,185,19,42,95,46,7,15,552,27.2,33.5,3.4,7.6,17.2,8.3,1.3,2.7,98.7,143,185,30,31,74,51,3,42,556,25.7,33.3,5.4,5.6,13.3,9.2,0.5,7.6,99.5,CDU
06200,45.0,1099,462,42.0,114,99,14,96,84,27,20,8,442,25.8,22.4,3.2,21.7,19.0,6.1,4.3,1.8,95.7,107,109,19,75,73,36,15,28,447,23.9,24.4,4.3,16.8,16.3,8.1,3.2,6.3,96.8,CDU
06300,45.0,706,274,38.8,92,56,14,24,57,20,2,9,272,33.8,20.6,5.1,8.8,21.0,7.4,0.7,3.3,99.3,90,61,21,21,42,15,3,21,271,33.2,22.5,7.7,7.7,15.5,5.5,1.1,7.7,98.9,AfD
06400,45.0,1152,487,42.3,122,108,19,90,83,48,7,10,480,25.4,22.5,4.0,18.8,17.3,10.0,1.4,2.1,98.6,109,127,23,80,63,50,7,28,480,22.7,26.5,4.8,16.7,13.1,10.4,1.4,5.8,98.6,CDU
06500,45.0,926,444,47.9,68,90,22,150,61,36,0,17,444,15.3,20.3,5.0,33.8,13.7,8.1,0.0,3.8,100.0,63,106,21,125,52,42,0,35,444,14.2,23.9,4.7,28.2,11.7,9.5,0.0,7.9,100.0,GRÜNE
06600,45.0,1463,566,38.7,119,152,21,109,108,31,8,18,558,21.3,27.2,3.8,19.5,19.4,5.6,1.4,3.2,98.6,117,133,33,118,69,48,7,41,559,20.9,23.8,5.9,21.1,12.3,8.6,1.2,7.3,98.8,CDU
06700,45.0,820,353,43.0,48,71,13,117,50,34,2,18,351,13.7,20.2,3.7,33.3,14.2,9.7,0.6,5.1,99.4,44,74,10,105,42,48,2,28,351,12.5,21.1,2.8,29.9,12.0,13.7,0.6,8.0,99.4,GRÜNE
06800,45.0,1686,566,33.6,79,127,29,166,95,47,9,14,557,14.2,22.8,5.2,29.8,17.1,8.4,1.6,2.5,98.4,72,138,39,141,71,58,4,43,562,12.8,24.6,6.9,25.1,12.6,10.3,0.7,7.7,99.3,GRÜNE
07100,45.0,1160,508,43.8,131,168,28,59,75,22,8,17,500,26.2,33.6,5.6,11.8,15.0,4.4,1.6,3.4,98.4,121,172,26,44,64,21,4,56,504,24.0,34.1,5.2,8.7,12.7,4.2,0.8,11.1,99.2,CDU
07200,45.0,921,460,49.9,135,148,26,29,77,29,11,5,449,30.1,33.0,5.8,6.5,17.1,6.5,2.4,1.1,97.6,122,156,32,25,62,33,5,25,455,26.8,34.3,7.0,5.5,13.6,7.3,1.1,5.5,98.9,CDU
07300,45.0,1203,450,37.4,120,115,30,45,88,30,8,14,442,27.1,26.0,6.8,10.2,19.9,6.8,1.8,3.2,98.2,110,116,35,39,56,39,6,49,444,24.8,26.1,7.9,8.8,12.6,8.8,1.3,11.0,98.7,CDU
07400,45.0,1583,628,39.7,192,204,31,49,93,33,13,13,615,31.2,33.2,5.0,8.0,15.1,5.4,2.1,2.1,97.9,190,212,32,33,79,41,11,30,617,30.8,34.4,5.2,5.3,12.8,6.6,1.8,4.9,98.2,CDU
07500,45.0,1233,461,37.4,126,122,20,31,92,35,17,18,444,28.4,27.5,4.5,7.0,20.7,7.9,3.7,4.1,96.3,121,126,26,28,74,39,11,36,450,26.9,28.0,5.8,6.2,16.4,8.7,2.4,8.0,97.6,CDU
07600,45.0,945,393,41.6,110,118,21,23,73,31,10,7,383,28.7,30.8,5.5,6.0,19.1,8.1,2.5,1.8,97.5,107,119,21,18,60,34,9,25,384,27.9,31.0,5.5,4.7,15.6,8.9,2.3,6.5,97.7,CDU
07700,45.0,844,357,42.3,92,73,19,45,84,26,5,13,352,26.1,20.7,5.4,12.8,23.9,7.4,1.4,3.7,98.6,82,84,15,31,77,32,5,31,352,23.3,23.9,4.3,8.8,21.9,9.1,1.4,8.8,98.6,CDU
07800,45.0,959,414,43.2,113,99,21,53,94,17,6,11,408,27.7,24.3,5.1,13.0,23.0,4.2,1.4,2.7,98.6,99,113,19,45,66,29,5,38,409,24.2,27.6,4.6,11.0,16.1,7.1,1.2,9.3,98.8,CDU
07900,45.0,1042,487,46.7,135,143,30,49,77,32,12,9,475,28.4,30.1,6.3,10.3,16.2,6.7,2.5,1.9,97.5,135,152,27,35,62,27,7,42,480,28.1,31.7,5.6,7.3,12.9,5.6,1.4,8.8,98.6,CDU
11100,41.0,1718,539,31.4,26,63,12,222,102,78,4,32,535,4.9,11.8,2.2,41.5,19.1,14.6,0.7,6.0,99.3,25,67,13,205,109,61,1,58,538,4.6,12.5,2.4,38.1,20.3,11.3,0.2,10.8,99.8,GRÜNE
11200,41.0,1295,468,36.1,25,46,10,201,106,48,5,27,463,5.4,9.9,2.2,43.4,22.9,10.4,1.1,5.8,98.9,21,48,15,183,94,56,6,45,462,4.5,10.4,3.2,39.6,20.3,12.1,1.3,9.7,98.7,GRÜNE
11300,41.0,1246,553,44.4,42,62,15,213,117,60,7,37,546,7.7,11.4,2.7,39.0,21.4,11.0,1.3,6.8,98.7,42,77,18,179,123,53,6,55,547,7.7,14.1,3.3,32.7,22.5,9.7,1.1,10.1,98.9,GRÜNE
11401,41.0,794,335,42.2,17,32,6,139,78,35,4,24,331,5.1,9.7,1.8,42.0,23.6,10.6,1.2,7.3,98.8,20,32,7,129,65,37,0,45,335,6.0,9.6,2.1,38.5,19.4,11.0,0.0,13.4,100.0,GRÜNE
11402,41.0,969,371,38.3,40,51,7,123,72,50,0,28,371,10.8,13.7,1.9,33.2,19.4,13.5,0.0,7.5,100.0,38,45,13,123,63,45,0,44,371,10.2,12.1,3.5,33.2,17.0,12.1,0.0,11.9,100.0,GRÜNE
11500,41.0,1554,645,41.5,39,54,9,294,131,72,3,43,642,6.1,8.4,1.4,45.8,20.4,11.2,0.5,6.7,99.5,41,55,13,276,113,68,3,76,642,6.4,8.6,2.0,43.0,17.6,10.6,0.5,11.8,99.5,GRÜNE
11601,41.0,1164,488,41.9,18,55,8,243,95,45,0,24,488,3.7,11.3,1.6,49.8,19.5,9.2,0.0,4.9,100.0,17,61,12,213,95,46,1,43,487,3.5,12.5,2.5,43.7,19.5,9.4,0.2,8.8,99.8,GRÜNE
11602,41.0,1393,603,43.3,37,53,12,292,123,53,4,29,599,6.2,8.8,2.0,48.7,20.5,8.8,0.7,4.8,99.3,35,44,21,271,119,62,5,46,598,5.9,7.4,3.5,45.3,19.9,10.4,0.8,7.7,99.2,GRÜNE
11700,41.0,1356,544,40.1,34,47,4,281,107,47,4,20,540,6.3,8.7,0.7,52.0,19.8,8.7,0.7,3.7,99.3,29,51,10,256,99,47,1,51,543,5.3,9.4,1.8,47.1,18.2,8.7,0.2,9.4,99.8,GRÜNE
11800,41.0,1599,512,32.0,34,71,13,200,111,45,2,36,510,6.7,13.9,2.5,39.2,21.8,8.8,0.4,7.1,99.6,31,69,14,179,106,56,2,55,510,6.1,13.5,2.7,35.1,20.8,11.0,0.4,10.8,99.6,GRÜNE
12100,41.0,918,440,47.9,49,84,17,160,61,46,7,16,433,11.3,19.4,3.9,37.0,14.1,10.6,1.6,3.7,98.4,43,91,19,142,61,52,2,30,438,9.8,20.8,4.3,32.4,13.9,11.9,0.5,6.8,99.5,GRÜNE
12201,41.0,1073,504,47.0,65,122,15,180,53,51,3,15,501,13.0,24.4,3.0,35.9,10.6,10.2,0.6,3.0,99.4,64,117,27,171,52,46,0,27,504,12.7,23.2,5.4,33.9,10.3,9.1,0.0,5.4,100.0,GRÜNE
12202,41.0,1084,479,44.2,74,124,28,150,45,49,3,6,476,15.5,26.1,5.9,31.5,9.5,10.3,0.6,1.3,99.4,69,118,40,119,41,59,1,32,478,14.4,24.7,8.4,24.9,8.6,12.3,0.2,6.7,99.8,GRÜNE
12301,41.0,1086,503,46.3,95,125,39,111,77,33,4,19,499,19.0,25.1,7.8,22.2,15.4,6.6,0.8,3.8,99.2,86,120,38,100,63,42,4,50,499,17.2,24.0,7.6,20.0,12.6,8.4,0.8,10.0,99.2,CDU
12302,41.0,955,464,48.6,72,133,24,122,58,39,3,13,461,15.6,28.9,5.2,26.5,12.6,8.5,0.6,2.8,99.4,62,126,37,105,61,37,3,33,461,13.4,27.3,8.0,22.8,13.2,8.0,0.6,7.2,99.4,CDU
12400,41.0,1320,562,42.6,162,119,23,65,115,31,10,37,552,29.3,21.6,4.2,11.8,20.8,5.6,1.8,6.7,98.2,142,93,36,67,100,29,5,90,557,25.5,16.7,6.5,12.0,18.0,5.2,0.9,16.2,99.1,AfD
13100,45.0,1292,481,37.2,65,106,19,141,84,41,8,17,473,13.7,22.4,4.0,29.8,17.8,8.7,1.7,3.6,98.3,62,117,23,130,70,39,5,35,476,13.0,24.6,4.8,27.3,14.7,8.2,1.0,7.4,99.0,GRÜNE
13200,45.0,1165,439,37.7,100,103,18,60,98,35,11,14,428,23.4,24.1,4.2,14.0,22.9,8.2,2.5,3.3,97.5,95,113,18,59,78,33,6,37,433,21.9,26.1,4.2,13.6,18.0,7.6,1.4,8.5,98.6,CDU
13300,45.0,1352,556,41.1,65,77,26,212,94,43,5,34,551,11.8,14.0,4.7,38.5,17.1,7.8,0.9,6.2,99.1,62,82,26,176,74,80,5,51,551,11.3,14.9,4.7,31.9,13.4,14.5,0.9,9.3,99.1,GRÜNE
13400,45.0,1665,545,32.7,68,121,22,149,111,42,4,28,541,12.6,22.4,4.1,27.5,20.5,7.8,0.7,5.2,99.3,65,128,28,139,78,48,3,56,542,12.0,23.6,5.2,25.6,14.4,8.9,0.6,10.3,99.4,GRÜNE
14100,45.0,1032,398,38.6,66,59,11,107,112,16,2,25,396,16.7,14.9,2.8,27.0,28.3,4.0,0.5,6.3,99.5,66,48,15,88,97,26,1,57,397,16.6,12.1,3.8,22.2,24.4,6.5,0.3,14.4,99.7,LINKE
14200,45.0,1676,617,36.8,45,54,11,248,191,33,1,34,616,7.3,8.8,1.8,40.3,31.0,5.4,0.2,5.5,99.8,43,59,10,229,163,51,0,62,617,7.0,9.6,1.6,37.1,26.4,8.3,0.0,10.0,100.0,GRÜNE
14300,45.0,1583,580,36.6,35,36,7,258,166,30,4,44,576,6.1,6.2,1.2,44.8,28.8,5.2,0.7,7.6,99.3,33,47,9,222,145,54,4,66,576,5.7,8.2,1.6,38.5,25.2,9.4,0.7,11.5,99.3,GRÜNE
14401,45.0,1420,632,44.5,51,43,6,287,153,33,2,57,630,8.1,6.8,1.0,45.6,24.3,5.2,0.3,9.0,99.7,50,50,7,229,133,67,1,95,631,7.9,7.9,1.1,36.3,21.1,10.6,0.2,15.1,99.8,GRÜNE
14402,45.0,1306,579,44.3,36,52,13,258,134,54,3,29,576,6.2,9.0,2.3,44.8,23.3,9.4,0.5,5.0,99.5,35,70,12,238,111,60,2,51,577,6.1,12.1,2.1,41.2,19.2,10.4,0.3,8.8,99.7,GRÜNE
14500,45.0,1348,645,47.8,94,76,19,219,145,46,7,39,638,14.7,11.9,3.0,34.3,22.7,7.2,1.1,6.1,98.9,89,80,19,187,122,59,6,83,639,13.9,12.5,3.0,29.3,19.1,9.2,0.9,13.0,99.1,GRÜNE
14600,45.0,1252,592,47.3,165,156,35,89,93,26,4,24,588,28.1,26.5,6.0,15.1,15.8,4.4,0.7,4.1,99.3,151,168,38,74,70,40,4,47,588,25.7,28.6,6.5,12.6,11.9,6.8,0.7,8.0,99.3,CDU
15100,41.0,1483,520,35.1,67,118,22,170,73,48,2,20,518,12.9,22.8,4.2,32.8,14.1,9.3,0.4,3.9,99.6,67,131,25,156,51,43,1,46,519,12.9,25.2,4.8,30.1,9.8,8.3,0.2,8.9,99.8,GRÜNE
15300,41.0,811,361,44.5,55,84,20,94,59,33,4,12,357,15.4,23.5,5.6,26.3,16.5,9.2,1.1,3.4,98.9,50,67,26,80,62,42,6,28,355,14.1,18.9,7.3,22.5,17.5,11.8,1.7,7.9,98.3,GRÜNE
21100,47.0,1237,499,40.3,73,77,19,142,107,33,1,47,498,14.7,15.5,3.8,28.5,21.5,6.6,0.2,9.4,99.8,67,65,26,120,99,47,0,75,499,13.4,13.0,5.2,24.0,19.8,9.4,0.0,15.0,100.0,GRÜNE
21200,47.0,1354,559,41.3,110,93,23,135,116,38,5,39,554,19.9,16.8,4.2,24.4,20.9,6.9,0.9,7.0,99.1,107,81,27,130,100,34,3,77,556,19.2,14.6,4.9,23.4,18.0,6.1,0.5,13.8,99.5,GRÜNE
21301,47.0,910,418,45.9,76,76,25,114,59,42,4,22,414,18.4,18.4,6.0,27.5,14.3,10.1,1.0,5.3,99.0,69,76,23,109,49,36,3,53,415,16.6,18.3,5.5,26.3,11.8,8.7,0.7,12.8,99.3,GRÜNE
21302,47.0,1594,624,39.1,110,95,29,172,114,40,12,52,612,18.0,15.5,4.7,28.1,18.6,6.5,1.9,8.5,98.1,109,83,32,154,94,57,5,90,619,17.6,13.4,5.2,24.9,15.2,9.2,0.8,14.5,99.2,GRÜNE
21303,47.0,899,351,39.0,58,66,19,94,49,32,2,31,349,16.6,18.9,5.4,26.9,14.0,9.2,0.6,8.9,99.4,53,63,16,97,43,32,0,47,351,15.1,17.9,4.6,27.6,12.3,9.1,0.0,13.4,100.0,GRÜNE
21400,47.0,1425,550,38.6,102,88,14,171,83,46,8,38,542,18.8,16.2,2.6,31.5,15.3,8.5,1.5,7.0,98.5,94,83,14,163,71,54,4,67,546,17.2,15.2,2.6,29.9,13.0,9.9,0.7,12.3,99.3,GRÜNE
21500,47.0,1495,606,40.5,125,93,23,161,100,43,12,49,594,21.0,15.7,3.9,27.1,16.8,7.2,2.0,8.2,98.0,122,80,23,152,77,52,8,92,598,20.4,13.4,3.8,25.4,12.9,8.7,1.3,15.4,98.7,GRÜNE
22100,47.0,1592,697,43.8,156,160,32,121,104,67,8,49,689,22.6,23.2,4.6,17.6,15.1,9.7,1.1,7.1,98.9,149,142,38,120,95,68,4,81,693,21.5,20.5,5.5,17.3,13.7,9.8,0.6,11.7,99.4,AfD
22200,47.0,1406,536,38.1,164,120,28,72,69,26,5,52,531,30.9,22.6,5.3,13.6,13.0,4.9,0.9,9.8,99.1,152,107,26,57,71,29,5,89,531,28.6,20.2,4.9,10.7,13.4,5.5,0.9,16.8,99.1,AfD
22300,47.0,1242,515,41.5,155,122,26,61,78,35,2,36,513,30.2,23.8,5.1,11.9,15.2,6.8,0.4,7.0,99.6,152,119,24,50,69,37,2,62,513,29.6,23.2,4.7,9.7,13.5,7.2,0.4,12.1,99.6,AfD
22400,47.0,897,413,46.0,172,113,20,21,43,23,7,14,406,42.4,27.8,4.9,5.2,10.6,5.7,1.7,3.4,98.3,161,94,27,20,42,26,4,39,409,39.4,23.0,6.6,4.9,10.3,6.4,1.0,9.5,99.0,AfD
22501,47.0,1200,577,48.1,184,142,25,67,71,44,8,36,569,32.3,25.0,4.4,11.8,12.5,7.7,1.4,6.3,98.6,170,130,28,64,56,55,4,70,573,29.7,22.7,4.9,11.2,9.8,9.6,0.7,12.2,99.3,AfD
22502,47.0,1662,722,43.4,160,190,32,117,99,59,6,59,716,22.3,26.5,4.5,16.3,13.8,8.2,0.8,8.2,99.2,148,172,33,119,80,63,6,101,716,20.7,24.0,4.6,16.6,11.2,8.8,0.8,14.1,99.2,CDU
22600,47.0,1082,533,49.3,185,124,43,67,47,38,6,23,527,35.1,23.5,8.2,12.7,8.9,7.2,1.1,4.4,98.9,163,111,33,53,45,43,3,82,530,30.8,20.9,6.2,10.0,8.5,8.1,0.6,15.5,99.4,AfD
22700,47.0,1173,563,48.0,193,172,31,44,60,31,7,25,556,34.7,30.9,5.6,7.9,10.8,5.6,1.2,4.5,98.8,184,141,27,48,58,41,7,57,556,33.1,25.4,4.9,8.6,10.4,7.4,1.2,10.3,98.8,AfD
23100,47.0,1068,468,43.8,177,123,28,49,38,14,5,34,463,38.2,26.6,6.0,10.6,8.2,3.0,1.1,7.3,98.9,164,108,23,48,42,10,4,69,464,35.3,23.3,5.0,10.3,9.1,2.2,0.9,14.9,99.1,AfD
23200,47.0,1232,481,39.0,167,97,33,52,51,43,6,32,475,35.2,20.4,6.9,10.9,10.7,9.1,1.2,6.7,98.8,157,93,33,41,44,41,5,67,476,33.0,19.5,6.9,8.6,9.2,8.6,1.0,14.1,99.0,AfD
23300,47.0,1060,563,53.1,186,221,25,52,28,33,7,11,556,33.5,39.7,4.5,9.4,5.0,5.9,1.2,2.0,98.8,175,200,38,52,27,36,4,31,559,31.3,35.8,6.8,9.3,4.8,6.4,0.7,5.5,99.3,CDU
23400,47.0,1044,549,52.6,185,176,36,30,58,36,14,14,535,34.6,32.9,6.7,5.6,10.8,6.7,2.6,2.6,97.4,179,147,41,38,44,44,11,45,538,33.3,27.3,7.6,7.1,8.2,8.2,2.0,8.4,98.0,AfD
24100,47.0,918,448,48.8,102,127,26,71,57,40,5,20,443,23.0,28.7,5.9,16.0,12.9,9.0,1.1,4.5,98.9,97,123,30,54,50,44,4,46,444,21.8,27.7,6.8,12.2,11.3,9.9,0.9,10.4,99.1,CDU
24200,47.0,1131,619,54.7,109,182,35,131,86,56,2,18,617,17.7,29.5,5.7,21.2,13.9,9.1,0.3,2.9,99.7,96,169,40,129,68,61,3,53,616,15.6,27.4,6.5,20.9,11.0,9.9,0.5,8.6,99.5,CDU
24300,47.0,1028,547,53.2,106,156,31,98,67,54,5,30,542,19.6,28.8,5.7,18.1,12.4,10.0,0.9,5.5,99.1,103,158,23,84,68,54,5,52,542,19.0,29.2,4.2,15.5,12.5,10.0,0.9,9.6,99.1,CDU
24400,47.0,1328,653,49.2,134,206,41,106,78,49,5,34,648,20.7,31.8,6.3,16.4,12.0,7.6,0.8,5.2,99.2,125,194,35,102,87,49,1,60,652,19.2,29.8,5.4,15.6,13.3,7.5,0.2,9.2,99.8,CDU
24500,47.0,1500,702,46.8,202,212,32,70,81,66,15,24,687,29.4,30.9,4.7,10.2,11.8,9.6,2.1,3.5,97.9,192,195,37,70,82,55,7,64,695,27.6,28.1,5.3,10.1,11.8,7.9,1.0,9.2,99.0,CDU
24700,47.0,1079,477,44.2,138,137,27,57,70,25,8,15,469,29.4,29.2,5.8,12.2,14.9,5.3,1.7,3.2,98.3,132,119,35,58,58,27,6,42,471,28.0,25.3,7.4,12.3,12.3,5.7,1.3,8.9,98.7,AfD
24800,47.0,1009,461,45.7,126,165,26,56,44,30,2,12,459,27.5,35.9,5.7,12.2,9.6,6.5,0.4,2.6,99.6,123,150,31,53,41,34,2,27,459,26.8,32.7,6.8,11.5,8.9,7.4,0.4,5.9,99.6,CDU
25100,47.0,1450,607,41.9,140,121,26,116,117,29,9,49,598,23.4,20.2,4.3,19.4,19.6,4.8,1.5,8.2,98.5,131,112,21,108,108,38,8,81,599,21.9,18.7,3.5,18.0,18.0,6.3,1.3,13.5,98.7,AfD
25200,47.0,1237,522,42.2,93,114,30,104,96,33,8,44,514,18.1,22.2,5.8,20.2,18.7,6.4,1.5,8.6,98.5,90,110,28,88,79,38,5,84,517,17.4,21.3,5.4,17.0,15.3,7.4,1.0,16.2,99.0,CDU
25300,47.0,1392,614,44.1,188,181,49,53,58,54,7,24,607,31.0,29.8,8.1,8.7,9.6,8.9,1.1,4.0,98.9,176,167,57,48,53,46,7,60,607,29.0,27.5,9.4,7.9,8.7,7.6,1.1,9.9,98.9,AfD
25400,47.0,1762,689,39.1,155,154,34,131,111,37,5,62,684,22.7,22.5,5.0,19.2,16.2,5.4,0.7,9.1,99.3,146,146,28,110,113,41,2,103,687,21.3,21.3,4.1,16.0,16.4,6.0,0.3,15.0,99.7,AfD
25500,47.0,1683,633,37.6,132,163,32,118,89,48,9,42,624,21.2,26.1,5.1,18.9,14.3,7.7,1.4,6.7,98.6,128,149,31,99,93,53,10,70,623,20.5,23.9,5.0,15.9,14.9,8.5,1.6,11.2,98.4,CDU
25600,47.0,833,367,44.1,81,117,24,59,40,27,6,13,361,22.4,32.4,6.6,16.3,11.1,7.5,1.6,3.6,98.4,80,100,24,54,34,35,4,36,363,22.0,27.5,6.6,14.9,9.4,9.6,1.1,9.9,98.9,CDU
25700,47.0,1512,660,43.7,166,189,31,108,83,50,8,25,652,25.5,29.0,4.8,16.6,12.7,7.7,1.2,3.8,98.8,163,165,51,101,69,56,4,51,656,24.8,25.2,7.8,15.4,10.5,8.5,0.6,7.8,99.4,CDU
31100,41.0,1592,726,45.6,176,252,51,112,60,42,10,23,716,24.6,35.2,7.1,15.6,8.4,5.9,1.4,3.2,98.6,159,213,86,106,58,48,7,49,719,22.1,29.6,12.0,14.7,8.1,6.7,1.0,6.8,99.0,CDU
31200,41.0,1362,588,43.2,179,188,44,44,62,42,12,17,576,31.1,32.6,7.6,7.6,10.8,7.3,2.0,3.0,98.0,161,163,61,47,64,38,7,47,581,27.7,28.1,10.5,8.1,11.0,6.5,1.2,8.1,98.8,CDU
31300,41.0,1018,515,50.6,155,161,48,24,69,29,14,15,501,30.9,32.1,9.6,4.8,13.8,5.8,2.7,3.0,97.3,152,133,66,23,61,30,8,42,507,30.0,26.2,13.0,4.5,12.0,5.9,1.6,8.3,98.4,AfD
31400,41.0,1419,696,49.0,149,273,68,93,52,29,14,18,682,21.8,40.0,10.0,13.6,7.6,4.3,2.0,2.6,98.0,135,243,83,104,41,38,7,45,689,19.6,35.3,12.0,15.1,6.0,5.5,1.0,6.5,99.0,CDU
31500,41.0,1098,644,58.7,139,238,49,92,59,43,7,17,637,21.8,37.4,7.7,14.4,9.3,6.8,1.1,2.7,98.9,127,189,85,94,48,51,4,46,640,19.8,29.5,13.3,14.7,7.5,8.0,0.6,7.2,99.4,CDU
