;AGS;Wahlberechtigte_EW2019;Wähler_EW2019;gültige_EW2019;CDU_EW2019;DIE LINKE_EW2019;SPD_EW2019;AfD_EW2019;GRÜNE_EW2019;FDP_EW2019;FREIE WÄHLER_EW2019;Wahlberechtigte_BW2017;Wähler_BW2017;gültige_2_BW2017;CDU_2_BW2017;DIE LINKE_2_BW2017;SPD_2_BW2017;AfD_2_BW2017;GRÜNE_2_BW2017;FDP_2_BW2017;FREIE WÄHLER_2_BW2017;WK-Nr_LW2014;WK-Name_LW2014;Wahlberechtigte_LW2014;Wähler_LW2014;gültige_1_LW2014;CDU_1_LW2014;DIE LINKE_1_LW2014;SPD_1_LW2014;FDP_1_LW2014;GRÜNE_1_LW2014;NPD_1_LW2014;PIRATEN_1_LW2014;BüSo_1_LW2014;DSU_1_LW2014;AfD_1_LW2014;FREIE WÄHLER_1_LW2014;Die PARTEI_1_LW2014;Freie Bürger Leipzig_1_LW2014;Konrad Skatula_1_LW2014;Schaar_1_LW2014;WAGNER_1_LW2014;WV MFU_1_LW2014;gültige_2_LW2014;CDU_2_LW2014;DIE LINKE_2_LW2014;SPD_2_LW2014;FDP_2_LW2014;GRÜNE_2_LW2014;NPD_2_LW2014;Tierschutzpartei_2_LW2014;PIRATEN_2_LW2014;BüSo_2_LW2014;DSU_2_LW2014;AfD_2_LW2014;pro Deutschland_2_LW2014;FREIE WÄHLER_2_LW2014;Die PARTEI_2_LW2014
0;14521010;3024;2206;2160;663;197;200;566;142;111;61;3091;2554;2514;820;319;254;657;82;223;31;13;Erzgebirge 1;3174;1794;1748;775;300;222;58;91;50;15;0;0;188;49;0;0;0;0;0;0;1754;829;264;206;74;67;48;11;14;0;2;200;4;32;3
1;14521020;16589;9787;9588;2217;1080;737;2706;583;353;617;16911;11998;11803;3256;1915;1123;3452;330;765;205;16;Erzgebirge 4;17490;8106;7940;2957;2142;758;333;297;607;122;0;0;0;724;0;0;0;0;0;0;8003;3225;1604;799;224;269;502;77;58;8;8;912;31;255;31
2;14521035;17063;10325;10099;2598;1299;777;2674;421;306;612;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;14521040;2095;1392;1346;348;146;102;393;76;65;33;2153;1668;1642;498;226;182;483;25;104;25;13;Erzgebirge 1;2250;1187;1171;483;278;103;31;35;62;14;0;0;139;26;0;0;0;0;0;0;1172;496;238;113;29;23;66;13;13;1;2;164;1;9;4
4;14521060;1916;1384;1347;348;132;129;420;51;51;51;1958;1669;1644;534;220;168;475;33;102;28;16;Erzgebirge 4;2038;1050;1030;494;220;116;28;27;58;24;0;0;0;63;0;0;0;0;0;0;1033;457;190;118;33;20;52;4;12;1;1;124;4;16;1
5;14521080;1882;1284;1262;402;120;73;394;46;50;37;1949;1310;1297;465;154;95;435;18;59;17;14;Erzgebirge 2;2022;1311;1294;740;170;116;18;21;78;11;0;0;119;21;0;0;0;0;0;0;1292;657;189;127;31;24;89;13;6;2;1;139;2;11;1
6;14521090;813;438;421;111;39;31;127;21;20;17;824;542;530;167;64;54;157;12;41;12;17;Erzgebirge 5;843;397;389;206;66;33;19;12;13;0;0;0;33;7;0;0;0;0;0;0;388;184;63;37;19;8;16;5;0;0;0;48;1;6;1
7;14521110;4421;2655;2590;740;245;205;780;80;110;94;4483;3342;3287;1025;425;299;1015;68;236;52;15;Erzgebirge 3;4774;2299;2260;981;362;364;61;99;77;17;0;0;248;51;0;0;0;0;0;0;2266;1067;380;254;67;52;99;13;11;1;1;270;4;44;3
8;14521120;5078;3299;3218;916;322;239;905;194;166;92;5109;3987;3928;1256;526;363;1156;116;296;41;13;Erzgebirge 1;5227;2793;2745;1234;552;237;79;99;153;32;0;0;302;57;0;0;0;0;0;0;2748;1275;461;249;82;86;158;39;26;1;2;329;5;29;6
9;14521130;3341;2384;2281;673;191;151;596;128;104;135;3419;2750;2695;950;358;204;714;70;227;47;16;Erzgebirge 4;3539;1964;1901;935;324;179;82;74;113;34;0;0;0;160;0;0;0;0;0;0;1908;909;271;193;68;57;72;20;18;1;2;219;3;67;8
10;14521140;828;483;467;104;45;40;161;15;49;7;850;500;488;134;39;33;192;8;62;3;17;Erzgebirge 5;884;429;405;158;52;27;45;6;25;3;0;0;83;6;0;0;0;0;0;0;406;149;44;31;57;4;27;1;2;0;0;86;1;3;1
11;14521150;4228;2970;2882;851;234;196;821;166;162;82;4215;3389;3322;1150;382;306;929;61;270;43;17;Erzgebirge 5;4415;2456;2397;1265;354;234;107;78;91;9;0;0;229;30;0;0;0;0;0;0;2402;1221;336;235;100;74;108;22;10;4;0;253;5;30;4
12;14521160;3949;2559;2488;703;254;180;708;107;125;154;3956;3124;3079;938;410;312;896;50;253;46;16;Erzgebirge 4;4114;2177;2125;965;414;249;84;45;200;36;0;0;0;132;0;0;0;0;0;0;2139;959;351;205;78;44;145;28;11;1;1;254;4;53;5
13;14521170;6215;3862;3788;1228;311;326;1043;182;137;131;6317;4591;4500;1579;529;499;1248;94;286;59;14;Erzgebirge 2;6566;2989;2960;1391;332;640;52;76;144;18;0;0;258;49;0;0;0;0;0;0;2955;1412;416;380;82;93;166;27;14;2;4;295;6;47;11
14;14521180;2422;1713;1674;423;152;127;553;115;79;51;2430;1880;1845;533;205;168;646;42;133;32;15;Erzgebirge 3;2525;1373;1344;585;226;138;51;44;87;5;0;0;175;33;0;0;0;0;0;0;1354;568;225;148;48;42;94;15;5;0;4;169;1;32;3
15;14521200;3486;2540;2476;859;250;160;576;115;108;55;3555;2827;2771;952;353;237;709;53;218;36;16;Erzgebirge 4;3670;2046;1990;997;381;178;64;71;202;29;0;0;0;68;0;0;0;0;0;0;2001;942;322;186;61;49;161;21;14;2;2;208;8;22;3
16;14521210;2933;1940;1870;496;272;111;545;64;86;90;2994;2437;2400;760;368;197;687;48;195;39;16;Erzgebirge 4;3120;1727;1684;756;429;119;71;43;142;18;0;0;0;106;0;0;0;0;0;0;1700;728;372;117;68;35;107;18;7;3;1;197;3;41;3
17;14521220;3158;2207;2154;655;212;141;571;134;124;71;3201;2548;2499;816;333;210;679;86;229;34;17;Erzgebirge 5;3171;1823;1798;836;282;231;64;115;72;18;0;0;136;44;0;0;0;0;0;0;1800;848;271;195;74;70;74;13;16;3;20;174;2;31;9
18;14521230;1624;1070;1035;299;123;91;269;57;52;29;1646;1276;1255;364;203;138;344;38;105;18;13;Erzgebirge 1;1717;871;858;373;209;82;28;20;45;6;0;0;77;18;0;0;0;0;0;0;861;372;185;91;27;21;46;10;4;0;1;89;1;10;4
19;14521240;2348;1715;1667;530;142;161;405;127;81;34;2382;1933;1893;695;246;212;442;46;151;23;17;Erzgebirge 5;2456;1483;1454;747;237;141;77;67;51;6;0;0;106;22;0;0;0;0;0;0;1457;728;220;173;52;39;62;16;21;2;2;123;1;15;3
20;14521250;2790;2045;1980;625;128;144;598;91;75;70;2859;2304;2256;784;228;220;698;52;149;22;17;Erzgebirge 5;2941;1816;1778;945;198;171;92;48;96;17;0;0;191;20;0;0;0;0;0;0;1786;913;204;186;86;34;112;15;8;1;2;188;5;23;9
21;14521260;4956;2982;2914;790;287;241;847;142;112;153;5037;3783;3745;1166;494;362;1111;66;280;51;15;Erzgebirge 3;5127;2455;2418;1173;439;245;61;83;99;23;0;0;260;35;0;0;0;0;0;0;2430;1172;439;226;83;54;108;22;17;0;2;259;4;38;6
22;14521270;2809;1954;1913;555;192;139;557;98;98;49;2881;2309;2280;700;304;227;685;49;188;23;17;Erzgebirge 5;1849;1190;1179;682;167;99;38;37;38;4;0;0;98;16;0;0;0;0;0;0;1179;586;160;123;62;34;47;19;5;0;4;118;1;9;11
23;14521280;664;383;366;86;29;21;129;21;17;12;662;470;463;135;55;38;155;9;43;6;17;Erzgebirge 5;676;284;278;116;44;22;21;10;12;4;0;0;45;4;0;0;0;0;0;0;278;113;45;21;23;7;14;5;0;0;0;43;0;6;1
24;14521290;3056;1895;1860;554;207;158;465;103;84;53;3108;2329;2298;766;332;237;613;66;160;27;13;Erzgebirge 1;3182;1568;1546;696;363;153;43;57;72;9;0;0;132;21;0;0;0;0;0;0;1553;707;282;180;62;49;85;15;8;0;4;147;1;8;5
25;14521310;4569;3222;3176;879;296;230;922;165;173;111;4590;3721;3688;1109;521;288;1095;87;341;29;13;Erzgebirge 1;4663;2602;2570;1118;518;191;59;111;238;18;0;0;263;54;0;0;0;0;0;0;2579;1169;409;242;82;86;235;27;9;4;1;268;5;38;4
26;14521320;3387;1950;1902;411;262;219;637;80;75;33;3497;2498;2465;618;410;297;829;32;154;15;15;Erzgebirge 3;3710;1500;1465;524;367;264;52;40;55;12;0;0;142;9;0;0;0;0;0;0;1473;573;359;222;36;37;70;15;5;0;4;143;1;6;2
27;14521330;2246;1595;1531;420;139;95;564;51;47;54;2292;1859;1825;536;212;166;646;38;113;24;16;Erzgebirge 4;2423;1278;1245;604;243;99;49;48;111;20;0;0;0;71;0;0;0;0;0;0;1254;556;225;100;31;36;103;12;10;0;1;140;3;36;1
28;14521340;1781;1348;1296;407;90;50;428;55;54;65;1797;1232;1178;425;106;87;387;17;70;24;16;Erzgebirge 4;1825;1038;1005;743;114;41;17;16;41;6;0;0;0;27;0;0;0;0;0;0;1008;583;135;61;17;23;53;7;3;1;3;97;2;21;2
29;14521355;7244;4584;4494;1184;485;262;1394;215;196;313;7340;5694;5626;1683;740;465;1798;128;439;108;15;Erzgebirge 3;7665;3719;3653;1639;694;322;126;122;213;14;0;0;395;128;0;0;0;0;0;0;3674;1603;716;294;141;95;230;35;14;3;2;403;4;116;18
30;14521370;6979;4277;4161;1108;475;328;1188;226;167;120;7164;5351;5275;1548;744;551;1595;109;324;75;15;Erzgebirge 3;7576;3571;3510;1528;743;376;101;135;182;33;0;0;363;49;0;0;0;0;0;0;3520;1467;733;371;115;115;222;41;51;8;6;335;5;40;11
31;14521380;6772;4203;4089;1007;668;370;996;245;154;210;6917;5499;5423;1613;1040;564;1404;118;305;78;13;Erzgebirge 1;7206;3446;3400;1202;1170;237;57;128;178;16;0;0;333;79;0;0;0;0;0;0;3410;1433;864;330;71;91;209;25;19;2;4;311;2;40;9
32;14521390;14150;8896;8668;2169;939;659;2556;478;413;369;14361;10912;10748;3234;1537;1028;3225;245;862;100;17;Erzgebirge 5;14815;7629;7475;3422;1523;605;423;250;358;61;0;0;714;119;0;0;0;0;0;0;7504;3338;1458;702;365;205;401;77;46;6;8;773;11;100;14
33;14521400;2813;2077;2029;641;146;142;611;63;76;118;2832;2286;2254;755;212;198;722;42;193;35;16;Erzgebirge 4;2893;1685;1649;896;216;140;57;145;88;21;0;0;0;86;0;0;0;0;0;0;1656;851;205;172;39;59;65;11;5;1;0;190;4;49;5
34;14521410;5657;3872;3786;988;359;306;1081;250;196;242;5681;4602;4555;1414;619;420;1318;125;399;65;13;Erzgebirge 1;5761;3132;3088;1385;593;310;95;154;121;24;0;0;336;70;0;0;0;0;0;0;3093;1415;510;360;113;124;132;36;23;2;2;337;3;28;8
35;14521420;1024;758;742;206;68;63;234;48;32;23;1045;844;834;237;101;60;297;19;52;11;13;Erzgebirge 1;1026;509;499;238;88;38;11;18;45;3;0;0;46;12;0;0;0;0;0;0;500;251;68;50;10;13;47;4;1;0;0;52;1;0;3
36;14521430;2217;1491;1464;419;183;121;389;85;45;52;2234;1386;1376;434;207;177;363;33;76;11;13;Erzgebirge 1;2305;956;944;354;224;110;21;54;38;3;0;0;118;22;0;0;0;0;0;0;941;396;192;131;23;25;45;7;6;0;2;104;1;8;1
37;14521440;1779;1302;1272;421;171;107;260;63;81;20;1822;1483;1460;508;245;142;325;33;138;6;16;Erzgebirge 4;1920;1076;1060;462;266;103;104;32;39;12;0;0;0;42;0;0;0;0;0;0;1063;463;237;97;101;26;28;9;5;1;0;80;1;12;3
38;14521450;9362;5425;5319;1236;715;491;1467;343;213;211;9506;6832;6722;1985;1129;743;1829;178;405;77;13;Erzgebirge 1;9762;4433;4352;1755;1141;395;78;184;246;31;0;0;425;97;0;0;0;0;0;0;4371;1860;905;515;85;116;273;47;26;0;5;451;6;56;26
39;14521460;9491;6197;6021;1557;638;600;1671;291;473;141;9685;7107;6995;1995;1063;717;2034;168;669;54;17;Erzgebirge 5;7939;3849;3786;1679;688;418;273;111;182;50;0;0;338;47;0;0;0;0;0;0;3800;1609;697;439;239;103;195;48;41;5;6;372;3;38;5
40;14521495;6267;3892;3733;1078;370;297;1105;173;168;119;6451;4794;4661;1488;669;368;1393;95;373;45;17;Erzgebirge 5;6717;3336;3238;1528;574;256;217;97;166;20;0;0;334;46;0;0;0;0;0;0;3255;1530;567;287;161;85;180;23;11;1;3;344;10;40;13
41;14521500;4314;2759;2667;627;256;178;886;124;145;120;4386;3286;3238;849;458;277;1107;72;232;56;15;Erzgebirge 3;4477;2254;2208;969;438;220;68;88;124;21;0;0;243;37;0;0;0;0;0;0;2213;970;404;183;90;71;139;20;17;2;3;263;3;42;6
42;14521510;1758;1270;1231;357;112;81;312;59;49;77;1752;1570;1543;513;202;149;412;44;122;30;16;Erzgebirge 4;1837;1083;1060;527;160;140;32;41;46;17;0;0;0;97;0;0;0;0;0;0;1067;529;139;119;25;32;39;8;6;1;2;117;1;42;7
43;14521520;1953;1333;1296;328;129;85;366;87;48;97;1970;1344;1326;371;206;120;399;32;95;24;16;Erzgebirge 4;2045;923;891;383;186;99;38;45;65;9;0;0;0;66;0;0;0;0;0;0;900;386;153;97;25;37;61;8;1;0;0;100;3;25;4
44;14521530;11729;7152;6963;1858;796;501;1767;340;265;468;11959;8708;8601;2653;1369;858;2321;167;530;219;14;Erzgebirge 2;12401;6026;5925;2479;1299;497;191;121;510;34;0;0;578;216;0;0;0;0;0;0;5941;2350;1211;574;196;129;596;58;35;11;1;612;9;138;21
45;14521540;3764;2460;2382;683;232;254;615;128;116;55;3843;2879;2835;974;343;371;711;66;209;34;14;Erzgebirge 2;4041;1938;1907;976;283;306;50;40;72;7;0;0;154;19;0;0;0;0;0;0;1904;858;293;288;90;56;85;13;5;0;4;186;2;22;2
46;14521550;14172;8617;8385;2056;1053;582;2548;447;364;262;14490;10580;10376;2799;1699;935;3222;239;733;125;15;Erzgebirge 3;15061;7077;6944;2641;1664;703;253;323;432;50;0;0;791;87;0;0;0;0;0;0;6969;2825;1502;617;236;227;476;56;55;3;7;842;10;88;25
47;14521560;5304;3572;3480;1068;234;241;942;152;150;247;5379;4182;4123;1500;463;365;1133;106;298;83;16;Erzgebirge 4;5593;3019;2962;1560;491;279;110;80;186;34;0;0;0;222;0;0;0;0;0;0;2977;1549;424;281;85;59;147;13;13;3;8;272;4;104;15
48;14521570;1835;1364;1320;397;111;79;405;56;99;28;1894;1617;1589;546;175;113;515;23;160;8;17;Erzgebirge 5;1985;1176;1146;528;172;92;117;20;46;9;0;0;150;12;0;0;0;0;0;0;1153;516;164;119;104;22;44;10;3;3;1;156;1;9;1
49;14521590;9434;5619;5512;1512;698;444;1402;362;199;269;9560;6930;6844;2145;1078;715;1812;168;472;93;13;Erzgebirge 1;9723;4589;4511;1779;1129;354;104;206;225;30;0;0;433;251;0;0;0;0;0;0;4529;2012;940;455;114;117;241;36;31;3;8;454;4;89;25
50;14521600;2662;1904;1866;659;136;140;460;83;124;48;2739;2244;2204;809;242;243;605;35;165;24;14;Erzgebirge 2;2872;1776;1725;1000;206;187;67;20;64;12;0;0;141;28;0;0;0;0;0;0;1722;904;217;172;89;34;80;9;11;1;2;175;1;24;3
51;14521610;923;710;694;155;58;28;245;44;27;51;925;711;698;185;90;46;239;21;57;16;16;Erzgebirge 4;938;555;538;231;109;42;21;26;47;9;0;0;0;53;0;0;0;0;0;0;545;211;85;37;13;23;41;7;1;1;2;88;2;32;2
52;14521620;5232;3298;3211;867;374;252;849;216;145;135;5366;4097;4040;1236;588;426;1058;129;305;48;13;Erzgebirge 1;5636;2737;2696;1137;596;258;56;133;143;19;0;0;266;88;0;0;0;0;0;0;2697;1178;483;291;75;106;173;15;20;0;8;291;1;39;17
53;14521630;2688;1889;1820;519;154;88;544;86;92;93;2732;2166;2105;708;245;156;645;53;146;32;16;Erzgebirge 4;2820;1648;1595;823;265;127;62;56;121;32;0;0;0;109;0;0;0;0;0;0;1610;805;209;109;52;45;89;13;10;0;0;220;3;48;7
54;14521640;4277;2947;2857;879;228;179;812;155;172;102;4389;3470;3428;1166;404;269;996;69;291;53;16;Erzgebirge 4;4477;2484;2429;1262;410;216;119;65;175;40;0;0;0;142;0;0;0;0;0;0;2442;1179;336;210;134;48;146;19;9;2;5;298;7;39;10
55;14521670;3247;2162;2111;583;206;172;564;133;89;76;3266;2479;2436;807;327;197;693;60;208;40;17;Erzgebirge 5;3340;1750;1714;783;256;175;87;65;83;23;0;0;201;41;0;0;0;0;0;0;1719;776;260;195;70;65;91;8;13;1;2;201;4;27;6
56;14521690;7733;4677;4550;1094;645;405;1236;321;195;135;7871;5681;5610;1562;992;567;1583;168;401;61;17;Erzgebirge 5;8269;3847;3793;1598;900;387;133;181;181;27;0;0;319;67;0;0;0;0;0;0;3798;1538;841;412;139;148;219;35;26;1;4;374;4;39;18
57;14521700;4463;3034;2980;1126;202;199;765;139;102;104;4558;3842;3784;1538;413;316;987;77;244;46;14;Erzgebirge 2;4660;2263;2237;1326;280;166;43;55;93;13;0;0;226;35;0;0;0;0;0;0;2238;1179;293;189;65;58;106;18;12;1;0;275;14;25;3
58;14521710;10092;6703;6566;1948;650;500;1797;388;269;240;10244;8015;7914;2585;1105;738;2267;193;522;121;15;Erzgebirge 3;10519;5749;5643;2646;975;576;152;192;280;45;0;0;671;106;0;0;0;0;0;0;5665;2586;957;587;168;167;323;52;33;6;5;663;10;86;22
59;14522010;1592;940;920;250;86;72;293;55;44;15;1601;1097;1088;307;155;83;359;28;93;11;20;Mittelsachsen 3;1662;792;774;399;157;74;42;35;52;15;0;0;0;0;0;0;0;0;0;0;777;368;128;79;36;23;40;11;6;0;2;75;0;8;1
60;14522020;3830;2620;2571;664;281;238;734;187;113;95;3867;3038;3014;907;431;284;921;80;222;35;18;Mittelsachsen 1;3979;2068;2037;988;439;247;83;99;132;49;0;0;0;0;0;0;0;0;0;0;2047;905;385;229;73;84;86;20;12;0;2;219;3;27;2
61;14522035;4662;3244;3189;838;250;161;1061;195;122;259;4713;3796;3753;986;424;267;1460;100;294;42;19;Mittelsachsen 2;4830;2678;2610;1289;550;214;136;106;217;51;47;0;0;0;0;0;0;0;0;0;2647;1242;410;225;102;93;160;15;19;8;4;303;5;52;9
62;14522050;7882;4448;4348;1082;569;328;1330;226;201;132;8099;5918;5846;1614;892;572;1887;120;435;54;18;Mittelsachsen 1;8492;3850;3775;1627;1052;534;150;108;234;70;0;0;0;0;0;0;0;0;0;0;3810;1693;866;438;124;89;159;35;26;5;1;322;9;29;14
63;14522060;8930;6068;5942;1753;597;495;1455;413;241;365;9049;7191;7117;2135;1086;782;1864;218;565;116;22;Mittelsachsen 5;9330;4666;4582;2265;868;634;236;209;254;78;38;0;0;0;0;0;0;0;0;0;4608;2133;742;526;207;165;198;37;36;6;2;424;12;96;24
64;14522070;2489;1756;1716;529;136;169;458;87;73;84;2557;2021;1996;646;227;272;507;46;174;23;22;Mittelsachsen 5;2618;1390;1359;714;228;194;70;55;64;25;9;0;0;0;0;0;0;0;0;0;1370;684;197;184;55;54;51;10;14;3;1;98;4;13;2
65;14522080;19394;11612;11379;3272;1305;932;3217;585;533;282;19636;13690;13510;3827;2164;1464;3893;298;993;127;21;Mittelsachsen 4;18397;8201;8068;3536;1665;1338;540;281;556;152;0;0;0;0;0;0;0;0;0;0;8107;3325;1670;1059;433;219;459;88;61;6;12;655;19;71;30
66;14522090;1270;774;758;197;28;43;330;27;45;28;1291;885;874;246;45;53;414;18;52;11;18;Mittelsachsen 1;1330;669;647;362;61;62;69;20;61;12;0;0;0;0;0;0;0;0;0;0;655;360;49;50;35;20;41;2;7;0;0;84;0;6;1
67;14522110;3423;2277;2204;633;146;218;641;98;93;160;3500;2667;2642;903;279;223;804;48;228;24;18;Mittelsachsen 1;3642;1899;1860;946;260;379;80;34;134;27;0;0;0;0;0;0;0;0;0;0;1871;944;252;229;74;38;106;15;19;2;1;153;5;27;6
68;14522120;2685;1897;1840;522;203;112;511;112;112;40;2738;2169;2139;638;311;226;602;55;171;18;20;Mittelsachsen 3;2796;1510;1468;765;309;117;78;63;86;50;0;0;0;0;0;0;0;0;0;0;1475;731;256;143;63;38;68;8;15;1;2;127;2;14;7
69;14522140;8970;5659;5551;1366;826;442;1539;359;267;151;9106;6764;6688;1899;1229;652;1899;179;440;58;18;Mittelsachsen 1;9477;4686;4590;2184;1083;529;182;166;327;119;0;0;0;0;0;0;0;0;0;0;4638;1904;974;499;174;123;189;40;39;5;4;609;10;45;23
70;14522150;11832;7107;6956;1879;723;556;2026;415;276;312;12028;8703;8606;2372;1246;882;2624;198;684;88;20;Mittelsachsen 3;12434;5756;5651;3119;1156;462;177;258;340;139;0;0;0;0;0;0;0;0;0;0;5678;2479;1108;606;223;170;283;72;44;5;8;606;11;37;26
71;14522170;2307;1637;1605;417;138;71;549;98;109;53;2365;1872;1850;534;219;129;702;44;132;16;19;Mittelsachsen 2;2473;1378;1339;657;254;131;86;52;112;32;15;0;0;0;0;0;0;0;0;0;1358;638;176;143;70;41;76;20;12;3;2;144;4;24;5
72;14522180;31998;19932;19694;4096;2251;1736;5110;1868;937;899;32686;24179;23972;5597;3821;2666;7220;1007;2052;198;19;Mittelsachsen 2;33200;16249;15967;6041;4430;1830;879;1289;924;322;252;0;0;0;0;0;0;0;0;0;16106;6277;3284;2067;581;935;642;170;204;46;27;1494;37;171;171
73;14522190;3540;2279;2230;628;313;217;485;97;95;139;3626;2558;2537;749;442;336;602;56;180;41;22;Mittelsachsen 5;3816;1786;1744;742;485;230;63;70;95;36;23;0;0;0;0;0;0;0;0;0;1756;764;379;218;68;39;67;11;11;0;3;143;3;39;11
74;14522200;2073;1574;1541;495;127;76;492;49;72;91;2103;1756;1729;589;181;128;598;18;138;12;18;Mittelsachsen 1;2156;1266;1213;670;234;126;51;18;91;23;0;0;0;0;0;0;0;0;0;0;1233;674;194;88;46;18;75;4;5;0;5;101;1;16;6
75;14522210;4571;3150;3078;724;235;217;1170;177;131;110;4613;3631;3580;933;357;292;1439;109;282;36;19;Mittelsachsen 2;4764;2517;2453;1114;499;285;135;116;225;44;35;0;0;0;0;0;0;0;0;0;2478;1125;346;278;101;100;168;29;16;4;5;259;4;26;17
76;14522220;2242;1494;1444;424;137;94;427;74;61;99;2322;1669;1641;532;198;146;504;48;137;19;21;Mittelsachsen 4;2400;1226;1192;643;198;148;56;38;83;26;0;0;0;0;0;0;0;0;0;0;1208;572;191;119;73;41;65;7;9;1;0;107;1;18;4
77;14522230;7018;4288;4182;1087;413;487;1208;204;163;157;7025;5226;5148;1449;777;513;1642;93;366;64;20;Mittelsachsen 3;7255;3439;3360;1723;735;380;126;113;211;72;0;0;0;0;0;0;0;0;0;0;3383;1566;614;433;137;93;152;38;17;4;3;268;7;40;11
78;14522240;4164;2948;2876;667;279;183;1002;163;134;131;4235;3437;3396;870;395;249;1327;103;239;40;19;Mittelsachsen 2;4346;2399;2354;1079;589;221;121;103;164;44;33;0;0;0;0;0;0;0;0;0;2375;1112;454;198;96;83;115;18;23;9;3;220;4;27;13
79;14522250;5950;3502;3429;1079;350;268;913;178;124;149;6090;4388;4350;1355;666;477;1169;102;291;69;21;Mittelsachsen 4;6371;2802;2745;1303;592;404;140;76;181;49;0;0;0;0;0;0;0;0;0;0;2747;1207;539;321;109;65;134;22;22;5;8;217;5;82;11
80;14522260;3756;2525;2476;807;215;165;625;195;117;78;3776;3013;2981;973;393;319;822;83;252;28;22;Mittelsachsen 5;3808;2103;2072;1104;330;283;79;99;114;35;28;0;0;0;0;0;0;0;0;0;2083;1025;281;256;66;72;78;22;11;4;2;223;2;29;12
81;14522280;1205;739;722;181;74;58;237;49;31;19;1236;801;793;242;103;64;237;24;68;8;22;Mittelsachsen 5;1304;660;638;313;106;72;40;53;38;12;4;0;0;0;0;0;0;0;0;0;651;313;96;71;33;25;38;7;4;1;0;57;2;1;3
82;14522290;2128;1470;1430;488;115;93;396;96;60;37;2171;1738;1723;562;207;165;498;57;128;19;22;Mittelsachsen 5;2240;1242;1209;702;180;142;53;45;56;20;11;0;0;0;0;0;0;0;0;0;1220;673;159;125;43;27;50;13;8;1;1;104;0;11;5
83;14522300;1763;1213;1179;312;151;67;353;54;55;77;1812;1396;1375;372;217;136;419;17;113;20;20;Mittelsachsen 3;1933;1050;1021;477;229;105;48;45;81;36;0;0;0;0;0;0;0;0;0;0;1032;447;198;82;34;33;55;16;7;0;0;132;1;25;2
84;14522310;6895;4361;4255;1244;538;390;1080;245;147;98;7051;5150;5070;1471;842;613;1359;131;373;37;21;Mittelsachsen 4;7328;3508;3432;1554;774;488;171;101;232;112;0;0;0;0;0;0;0;0;0;0;3449;1452;712;411;155;97;198;36;34;2;5;292;8;35;12
85;14522320;2749;1837;1801;593;140;118;496;108;92;53;2834;2162;2134;782;254;179;616;56;138;17;18;Mittelsachsen 1;2923;1576;1552;871;255;188;47;54;106;31;0;0;0;0;0;0;0;0;0;0;1558;794;235;168;53;50;90;10;10;1;4;124;5;11;3
86;14522330;5936;4213;4116;1106;394;326;1126;315;200;215;6021;5012;4940;1448;691;503;1425;149;444;51;20;Mittelsachsen 3;6161;3535;3467;1755;716;410;145;179;192;70;0;0;0;0;0;0;0;0;0;0;3503;1630;587;391;135;109;137;33;29;6;2;364;9;65;6
87;14522340;2187;1603;1572;439;133;94;490;70;61;96;2206;1953;1933;532;213;142;744;41;156;25;19;Mittelsachsen 2;2253;1394;1364;643;301;130;93;63;91;25;18;0;0;0;0;0;0;0;0;0;1379;656;231;123;66;52;62;7;10;6;0;119;2;42;3
88;14522350;3525;2232;2191;704;179;153;642;108;86;100;3664;2686;2651;810;322;297;821;54;166;35;22;Mittelsachsen 5;3869;1876;1836;830;290;414;53;79;131;24;15;0;0;0;0;0;0;0;0;0;1851;853;297;264;49;59;105;19;12;3;2;159;2;19;8
89;14522360;12074;7529;7344;1972;892;595;1893;520;328;153;12333;8997;8892;2444;1561;898;2320;309;755;66;20;Mittelsachsen 3;12592;6148;6022;2820;1550;654;234;259;360;145;0;0;0;0;0;0;0;0;0;0;6058;2698;1254;685;212;186;268;54;58;7;11;543;7;51;24
90;14522380;1737;988;962;266;87;99;271;59;38;21;1743;1112;1097;348;143;124;304;28;96;4;22;Mittelsachsen 5;1776;766;756;343;154;108;30;47;59;9;6;0;0;0;0;0;0;0;0;0;756;340;136;85;31;24;53;7;3;1;0;63;2;7;4
91;14522390;2037;1396;1365;419;103;97;420;63;74;55;2097;1716;1699;518;165;118;638;25;149;23;18;Mittelsachsen 1;2163;1231;1203;613;215;105;121;44;92;13;0;0;0;0;0;0;0;0;0;0;1207;626;172;93;64;26;64;9;5;2;0;128;3;13;2
92;14522400;2218;1420;1370;388;111;103;445;51;60;56;2265;1703;1662;472;181;154;594;39;126;19;18;Mittelsachsen 1;2386;1236;1203;625;197;141;106;31;86;17;0;0;0;0;0;0;0;0;0;0;1211;594;170;123;91;25;65;10;5;0;0;110;0;18;0
93;14522420;4156;2847;2785;694;331;256;762;258;149;51;4146;3311;3293;953;499;324;909;155;291;27;18;Mittelsachsen 1;4154;2338;2289;1126;428;304;71;207;114;39;0;0;0;0;0;0;0;0;0;0;2314;1083;373;295;81;123;80;17;14;4;3;214;7;14;6
